DAY,MONTH,YEAR,DAYNAME,DATE,HOUR,GENERAL_SUPPLY_KWH
4,3,2012,Sunday,3/4/2012,2,0.175698485
25,3,2013,Monday,3/25/2013,0,0.222962192
3,3,2012,Saturday,3/3/2012,10,0.344207143
6,6,2012,Wednesday,6/6/2012,6,0.286979409
18,2,2014,Tuesday,2/18/2014,20,0.390028776
15,2,2013,Friday,2/15/2013,2,0.166539903
22,9,2013,Sunday,9/22/2013,6,0.178133298
27,11,2012,Tuesday,11/27/2012,8,0.243425686
20,7,2012,Friday,7/20/2012,2,0.230104404
4,1,2013,Friday,1/4/2013,10,0.267243206
2,8,2013,Friday,8/2/2013,10,0.328871088
13,2,2014,Thursday,2/13/2014,16,0.377820572
19,7,2012,Thursday,7/19/2012,10,0.305852026
17,11,2011,Thursday,11/17/2011,14,0.257863281
17,4,2012,Tuesday,4/17/2012,6,0.213863973
18,7,2012,Wednesday,7/18/2012,4,0.195857786
20,6,2013,Thursday,6/20/2013,0,0.303912701
20,11,2012,Tuesday,11/20/2012,6,0.241472374
30,8,2012,Thursday,8/30/2012,8,0.340180929
14,2,2013,Thursday,2/14/2013,10,0.225118149
16,4,2013,Tuesday,4/16/2013,4,0.148836443
30,1,2012,Monday,1/30/2012,2,0.204552941
17,3,2013,Sunday,3/17/2013,2,0.185745367
13,11,2013,Wednesday,11/13/2013,22,0.265629288
22,10,2012,Monday,10/22/2012,14,0.230226368
27,12,2012,Thursday,12/27/2012,8,0.239991150
4,12,2012,Tuesday,12/4/2012,2,0.158575997
24,7,2013,Wednesday,7/24/2013,0,0.315565957
16,12,2011,Friday,12/16/2011,6,0.237740933
13,11,2012,Tuesday,11/13/2012,12,0.221287941
3,11,2011,Thursday,11/3/2011,10,0.238362903
11,3,2012,Sunday,3/11/2012,8,0.300959726
16,3,2013,Saturday,3/16/2013,10,0.278986067
23,8,2012,Thursday,8/23/2012,2,0.177560249
5,12,2012,Wednesday,12/5/2012,10,0.208335863
28,7,2012,Saturday,7/28/2012,0,0.328477140
24,4,2012,Tuesday,4/24/2012,12,0.252335953
9,7,2012,Monday,7/9/2012,14,0.280814408
18,10,2013,Friday,10/18/2013,20,0.333592729
27,7,2012,Friday,7/27/2012,8,0.434785919
8,5,2013,Wednesday,5/8/2013,6,0.219177133
17,12,2011,Saturday,12/17/2011,14,0.260164103
5,2,2014,Wednesday,2/5/2014,18,0.356180662
29,6,2013,Saturday,6/29/2013,10,0.434880692
25,4,2012,Wednesday,4/25/2012,4,0.185419204
23,2,2013,Saturday,2/23/2013,0,0.202301867
7,5,2013,Tuesday,5/7/2013,14,0.226958724
8,11,2011,Tuesday,11/8/2011,4,0.168611111
13,3,2012,Tuesday,3/13/2012,14,0.261621746
20,8,2013,Tuesday,8/20/2013,14,0.251660284
15,4,2013,Monday,4/15/2013,12,0.234970418
10,7,2012,Tuesday,7/10/2012,6,0.267671708
12,11,2012,Monday,11/12/2012,4,0.147643285
26,12,2012,Wednesday,12/26/2012,0,0.180055339
14,9,2013,Saturday,9/14/2013,4,0.155290112
28,6,2013,Friday,6/28/2013,2,0.212912329
9,11,2011,Wednesday,11/9/2011,12,0.303527778
14,6,2012,Thursday,6/14/2012,4,0.197256993
26,2,2014,Wednesday,2/26/2014,22,0.326689166
15,9,2013,Sunday,9/15/2013,12,0.295085921
29,1,2012,Sunday,1/29/2012,10,0.310089971
22,8,2012,Wednesday,8/22/2012,10,0.272387283
19,8,2013,Monday,8/19/2013,6,0.252785816
25,7,2013,Thursday,7/25/2013,8,0.490237003
2,11,2011,Wednesday,11/2/2011,2,0.139878151
22,2,2013,Friday,2/22/2013,8,0.247168019
10,1,2014,Friday,1/10/2014,16,0.311458921
21,10,2012,Sunday,10/21/2012,6,0.184227799
12,3,2012,Monday,3/12/2012,0,0.200767781
13,6,2012,Wednesday,6/13/2012,12,0.298944590
14,3,2012,Wednesday,3/14/2012,6,0.274165688
10,2,2012,Friday,2/10/2012,8,0.244101563
3,10,2013,Thursday,10/3/2013,12,0.238523629
18,7,2013,Thursday,7/18/2013,0,0.254866871
9,12,2013,Monday,12/9/2013,22,0.357148754
26,8,2013,Monday,8/26/2013,14,0.222415851
13,4,2012,Friday,4/13/2012,6,0.234502467
5,5,2012,Saturday,5/5/2012,4,0.187792931
15,3,2013,Friday,3/15/2013,2,0.171875131
3,11,2012,Saturday,11/3/2012,12,0.267626811
18,4,2013,Thursday,4/18/2013,4,0.143803306
18,9,2012,Tuesday,9/18/2012,2,0.166772805
15,12,2013,Sunday,12/15/2013,16,0.345681097
26,6,2012,Tuesday,6/26/2012,6,0.301419836
17,9,2012,Monday,9/17/2012,10,0.248698174
18,5,2012,Friday,5/18/2012,12,0.266661308
12,4,2012,Thursday,4/12/2012,14,0.253180791
10,6,2013,Monday,6/10/2013,2,0.205181811
10,8,2012,Friday,8/10/2012,8,0.486692583
5,12,2011,Monday,12/5/2011,12,0.265909091
2,11,2012,Friday,11/2/2012,4,0.156356351
8,10,2011,Saturday,10/8/2011,10,0
15,12,2012,Saturday,12/15/2012,10,0.296941862
20,1,2012,Friday,1/20/2012,2,0.181066802
17,4,2013,Wednesday,4/17/2013,12,0.230576027
4,5,2012,Friday,5/4/2012,12,0.256121989
19,1,2012,Thursday,1/19/2012,10,0.228122153
19,7,2013,Friday,7/19/2013,8,0.359360330
2,10,2013,Wednesday,10/2/2013,4,0.142860958
11,6,2013,Tuesday,6/11/2013,10,0.281524978
26,1,2013,Saturday,1/26/2013,8,0.322494944
29,5,2013,Wednesday,5/29/2013,14,0.231908663
25,1,2013,Friday,1/25/2013,0,0.227907102
4,12,2011,Sunday,12/4/2011,4,0.141231481
31,12,2011,Saturday,12/31/2011,14,0.271948780
14,3,2013,Thursday,3/14/2013,10,0.225993734
25,6,2012,Monday,6/25/2012,14,0.289132698
7,10,2011,Friday,10/7/2011,2,0
14,12,2012,Friday,12/14/2012,2,0.156662203
1,11,2013,Friday,11/1/2013,20,0.331551569
19,5,2012,Saturday,5/19/2012,4,0.202953575
11,8,2012,Saturday,8/11/2012,0,0.363874907
25,8,2013,Sunday,8/25/2013,6,0.216977432
21,9,2012,Friday,9/21/2012,6,0.201953423
30,12,2011,Friday,12/30/2011,6,0.200197561
22,1,2014,Wednesday,1/22/2014,18,0.363396872
30,5,2013,Thursday,5/30/2013,6,0.257464692
1,2,2013,Friday,2/1/2013,0,0.250168905
22,9,2012,Saturday,9/22/2012,14,0.245887499
31,1,2013,Thursday,1/31/2013,8,0.248531788
11,2,2012,Saturday,2/11/2012,0,0.198390523
3,3,2014,Monday,3/3/2014,6,0.253781675
7,10,2013,Monday,10/7/2013,20,0.368616667
15,7,2013,Monday,7/15/2013,16,0.374226244
29,6,2012,Friday,6/29/2012,22,0.471026170
28,10,2013,Monday,10/28/2013,12,0.222430463
7,6,2013,Friday,6/7/2013,18,0.481511309
29,10,2013,Tuesday,10/29/2013,4,0.156972641
7,11,2012,Wednesday,11/7/2012,20,0.378560544
20,12,2013,Friday,12/20/2013,0,0.214570982
22,5,2012,Tuesday,5/22/2012,20,0.620603587
2,6,2013,Sunday,6/2/2013,22,0.484316602
22,1,2013,Tuesday,1/22/2013,16,0.445955835
27,1,2014,Monday,1/27/2014,2,0.161651272
13,9,2012,Thursday,9/13/2012,18,0.480472815
26,1,2014,Sunday,1/26/2014,10,0.272839233
11,12,2012,Tuesday,12/11/2012,18,0.372509177
19,12,2013,Thursday,12/19/2013,8,0.245099770
6,12,2013,Friday,12/6/2013,6,0.232558465
6,8,2012,Monday,8/6/2012,16,0.295253134
27,1,2013,Sunday,1/27/2013,16,0.329729171
27,12,2011,Tuesday,12/27/2011,22,0.262470732
30,4,2012,Monday,4/30/2012,20,0.561578075
14,2,2012,Tuesday,2/14/2012,16,0.332827941
23,1,2012,Monday,1/23/2012,18,0.377275087
1,12,2011,Thursday,12/1/2011,20,0.303615894
10,3,2013,Sunday,3/10/2013,18,0.424180752
12,10,2011,Wednesday,10/12/2011,18,0.34461
21,4,2013,Sunday,4/21/2013,20,0.428151781
5,12,2013,Thursday,12/5/2013,14,0.233049044
30,8,2013,Friday,8/30/2013,22,0.316069245
8,4,2012,Sunday,4/8/2012,22,0.320865061
26,9,2012,Wednesday,9/26/2012,22,0.312802944
17,2,2014,Monday,2/17/2014,17,0.359917353
7,4,2013,Sunday,4/7/2013,3,0.147235962
26,10,2011,Wednesday,10/26/2011,5,0.197521008
22,9,2013,Sunday,9/22/2013,11,0.271555069
5,6,2012,Tuesday,6/5/2012,3,0.201240189
20,6,2013,Thursday,6/20/2013,13,0.306308961
8,12,2011,Thursday,12/8/2011,9,0.216978142
6,6,2012,Wednesday,6/6/2012,11,0.334815380
23,9,2013,Monday,9/23/2013,3,0.153303052
3,3,2012,Saturday,3/3/2012,7,0.280977789
16,5,2013,Thursday,5/16/2013,9,0.281290261
30,8,2012,Thursday,8/30/2012,5,0.187179998
12,8,2013,Monday,8/12/2013,1,0.217662852
22,11,2013,Friday,11/22/2013,17,0.372495395
6,2,2012,Monday,2/6/2012,5,0.209370172
3,1,2013,Thursday,1/3/2013,15,0.279503688
20,7,2012,Friday,7/20/2012,15,0.284780363
17,4,2012,Tuesday,4/17/2012,11,0.309214737
19,7,2012,Thursday,7/19/2012,7,0.418504866
21,11,2012,Wednesday,11/21/2012,3,0.141091690
25,3,2013,Monday,3/25/2013,13,0.281273225
9,12,2011,Friday,12/9/2011,1,0.166243169
11,8,2013,Sunday,8/11/2013,9,0.372251645
7,2,2012,Tuesday,2/7/2012,13,0.240227861
27,11,2012,Tuesday,11/27/2012,5,0.190333151
21,3,2012,Wednesday,3/21/2012,1,0.190132760
26,11,2012,Monday,11/26/2012,13,0.344595695
17,7,2012,Tuesday,7/17/2012,1,0.236534949
8,4,2013,Monday,4/8/2013,11,0.221715783
11,10,2013,Friday,10/11/2013,19,0.365085470
14,2,2014,Friday,2/14/2014,21,0.326736399
22,3,2012,Thursday,3/22/2012,9,0.266813047
15,5,2013,Wednesday,5/15/2013,1,0.197916958
15,2,2013,Friday,2/15/2013,15,0.253110386
24,3,2013,Sunday,3/24/2013,5,0.180774683
2,8,2013,Friday,8/2/2013,7,0.420689587
16,11,2011,Wednesday,11/16/2011,11,0.194105469
18,7,2012,Wednesday,7/18/2012,9,0.349979444
31,8,2012,Friday,8/31/2012,13,0.229842782
13,10,2012,Saturday,10/13/2012,9,0.315163868
21,6,2013,Friday,6/21/2013,5,0.233832164
4,3,2012,Sunday,3/4/2012,15,0.536426768
17,11,2011,Thursday,11/17/2011,3,0.138929688
20,11,2012,Tuesday,11/20/2012,11,0.222291196
1,8,2013,Thursday,8/1/2013,15,0.247404952
25,10,2011,Tuesday,10/25/2011,13,0.242663866
16,4,2012,Monday,4/16/2012,3,0.172632729
14,2,2013,Thursday,2/14/2013,7,0.265297225
3,1,2014,Friday,1/3/2014,23,0.312551034
4,1,2013,Friday,1/4/2013,7,0.226187335
14,10,2012,Sunday,10/14/2012,1,0.180584917
5,9,2012,Wednesday,9/5/2012,1,0.200281642
29,4,2013,Monday,4/29/2013,7,0.251515327
18,12,2012,Tuesday,12/18/2012,9,0.227381082
15,8,2012,Wednesday,8/15/2012,11,0.262514336
6,7,2013,Saturday,7/6/2013,11,0.369572557
9,5,2012,Wednesday,5/9/2012,15,0.252212753
22,6,2012,Friday,6/22/2012,13,0.323248111
14,1,2013,Monday,1/14/2013,3,0.159985203
26,5,2013,Sunday,5/26/2013,13,0.299644749
6,9,2012,Thursday,9/6/2012,9,0.243258734
15,1,2012,Sunday,1/15/2012,1,0.170104167
19,10,2011,Wednesday,10/19/2011,9,0.2869375
23,11,2011,Wednesday,11/23/2011,7,0.276121094
29,9,2013,Sunday,9/29/2013,7,0.188919563
3,1,2012,Tuesday,1/3/2012,13,0.329343902
8,5,2012,Tuesday,5/8/2012,7,0.415476001
28,12,2013,Saturday,12/28/2013,19,0.379696965
20,10,2011,Thursday,10/20/2011,1,0.166053922
23,2,2012,Thursday,2/23/2012,11,0.263153799
14,6,2013,Friday,6/14/2013,9,0.328169561
31,3,2012,Saturday,3/31/2012,5,0.18185125
13,1,2013,Sunday,1/13/2013,11,0.327379225
3,10,2012,Wednesday,10/3/2012,13,0.215809679
22,2,2012,Wednesday,2/22/2012,3,0.165784076
25,5,2013,Saturday,5/25/2013,5,0.186282328
7,9,2013,Saturday,9/7/2013,5,0.153474746
19,12,2012,Wednesday,12/19/2012,1,0.183674693
14,8,2012,Tuesday,8/14/2012,3,0.213815410
30,5,2012,Wednesday,5/30/2012,7,0.396364286
4,1,2012,Wednesday,1/4/2012,5,0.175304878
28,9,2013,Saturday,9/28/2013,15,0.259836535
28,11,2013,Thursday,11/28/2013,21,0.369972846
6,9,2013,Friday,9/6/2013,13,0.214582988
7,7,2013,Sunday,7/7/2013,3,0.232720909
2,3,2013,Saturday,3/2/2013,1,0.170277316
5,2,2013,Tuesday,2/5/2013,11,0.223411442
3,3,2013,Sunday,3/3/2013,9,0.308100578
16,1,2012,Monday,1/16/2012,9,0.230175926
1,4,2012,Sunday,4/1/2012,13,0.323311070
4,10,2012,Thursday,10/4/2012,5,0.153613590
22,11,2011,Tuesday,11/22/2011,15,0.256996094
30,4,2013,Tuesday,4/30/2013,15,0.221609537
4,2,2013,Monday,2/4/2013,3,0.149112052
31,5,2012,Thursday,5/31/2012,15,0.260935109
6,11,2013,Wednesday,11/6/2013,23,0.202572189
29,10,2012,Monday,10/29/2012,15,0.232612366
21,6,2012,Thursday,6/21/2012,5,0.232164132
15,6,2013,Saturday,6/15/2013,1,0.244082466
14,8,2013,Wednesday,8/14/2013,23,0.317759428
12,2,2014,Wednesday,2/12/2014,3,0.184067878
13,10,2013,Sunday,10/13/2013,5,0.163071331
5,1,2014,Sunday,1/5/2014,1,0.204865796
11,12,2011,Sunday,12/11/2011,23,0.212084211
1,3,2012,Thursday,3/1/2012,17,0.666471092
6,1,2013,Sunday,1/6/2013,17,0.508186203
25,11,2012,Sunday,11/25/2012,19,0.523798041
15,2,2014,Saturday,2/15/2014,7,0.255231436
8,2,2012,Wednesday,2/8/2012,19,0.396829175
28,10,2011,Friday,10/28/2011,19,0.417907563
12,2,2013,Tuesday,2/12/2013,17,0.353448182
23,11,2012,Friday,11/23/2012,21,0.294314117
15,7,2012,Sunday,7/15/2012,23,0.403792940
12,10,2013,Saturday,10/12/2013,13,0.267400380
23,6,2013,Sunday,6/23/2013,19,0.765760999
4,1,2014,Saturday,1/4/2014,9,0.288629563
15,11,2011,Tuesday,11/15/2011,21,0.297507813
28,8,2012,Tuesday,8/28/2012,19,0.578071732
14,4,2012,Saturday,4/14/2012,21,0.375410981
26,3,2013,Tuesday,3/26/2013,19,0.459958498
21,7,2012,Saturday,7/21/2012,17,0.570693621
21,9,2013,Saturday,9/21/2013,21,0.347931846
17,5,2013,Friday,5/17/2013,23,0.339787131
31,7,2013,Wednesday,7/31/2013,17,0.419194517
23,3,2012,Friday,3/23/2012,23,0.245506489
11,2,2014,Tuesday,2/11/2014,11,0.256789086
7,6,2012,Thursday,6/7/2012,21,0.670864266
5,4,2013,Friday,4/5/2013,21,0.306896896
20,11,2013,Wednesday,11/20/2013,7,0.265790742
16,2,2014,Sunday,2/16/2014,15,0.352786423
19,11,2013,Tuesday,11/19/2013,15,0.242754337
12,10,2012,Friday,10/12/2012,23,0.269383199
10,7,2012,Tuesday,7/10/2012,9,0.383888333
2,11,2011,Wednesday,11/2/2011,13,0.209852941
16,4,2013,Tuesday,4/16/2013,11,0.249129543
11,3,2012,Sunday,3/11/2012,7,0.259300771
27,7,2012,Friday,7/27/2012,7,0.392107624
25,7,2013,Thursday,7/25/2013,7,0.447211516
14,11,2013,Thursday,11/14/2013,17,0.332897518
27,12,2012,Thursday,12/27/2012,7,0.221416089
17,12,2011,Saturday,12/17/2011,1,0.169510309
29,1,2012,Sunday,1/29/2012,5,0.182014749
23,2,2013,Saturday,2/23/2013,15,0.320288805
12,11,2012,Monday,11/12/2012,11,0.214348746
30,1,2012,Monday,1/30/2012,13,0.369702035
13,11,2012,Tuesday,11/13/2012,3,0.142190212
19,8,2013,Monday,8/19/2013,9,0.293835569
13,3,2012,Tuesday,3/13/2012,1,0.182450847
22,8,2012,Wednesday,8/22/2012,5,0.207019122
28,6,2013,Friday,6/28/2013,13,0.327382024
26,12,2012,Wednesday,12/26/2012,15,0.252846039
3,11,2011,Thursday,11/3/2011,5,0.187327731
9,11,2011,Wednesday,11/9/2011,3,0.181904762
16,12,2011,Friday,12/16/2011,9,0.202796392
22,10,2012,Monday,10/22/2012,1,0.153139532
25,2,2014,Tuesday,2/25/2014,17,0.416843981
5,12,2012,Wednesday,12/5/2012,5,0.182901998
16,3,2013,Saturday,3/16/2013,5,0.170128593
21,10,2012,Sunday,10/21/2012,9,0.283485756
14,6,2012,Thursday,6/14/2012,11,0.270869106
9,7,2012,Monday,7/9/2012,1,0.263126604
14,9,2013,Saturday,9/14/2013,11,0.271714932
29,6,2013,Saturday,6/29/2013,5,0.203851474
8,5,2013,Wednesday,5/8/2013,9,0.268754534
8,11,2011,Tuesday,11/8/2011,11,0.266190476
17,3,2013,Sunday,3/17/2013,13,0.271627972
15,4,2013,Monday,4/15/2013,3,0.151429321
15,9,2013,Sunday,9/15/2013,3,0.162234793
4,12,2012,Tuesday,12/4/2012,13,0.240851791
7,5,2013,Tuesday,5/7/2013,1,0.187766941
6,2,2014,Thursday,2/6/2014,21,0.314912237
24,7,2013,Wednesday,7/24/2013,15,0.307081575
25,4,2012,Wednesday,4/25/2012,11,0.373893418
20,8,2013,Tuesday,8/20/2013,1,0.225802862
14,3,2012,Wednesday,3/14/2012,9,0.252932720
22,2,2013,Friday,2/22/2013,7,0.274941923
12,3,2012,Monday,3/12/2012,15,0.296773961
23,8,2012,Thursday,8/23/2012,13,0.212887713
13,6,2012,Wednesday,6/13/2012,3,0.192572154
11,1,2014,Saturday,1/11/2014,23,0.290720022
28,7,2012,Saturday,7/28/2012,15,0.334265123
24,4,2012,Tuesday,4/24/2012,3,0.173094789
19,10,2013,Saturday,10/19/2013,19,0.348589064
12,2,2012,Sunday,2/12/2012,19,0.465126553
9,6,2013,Sunday,6/9/2013,17,0.427177398
29,12,2011,Thursday,12/29/2011,21,0.287824390
12,12,2013,Thursday,12/12/2013,5,0.199993502
24,1,2013,Thursday,1/24/2013,19,0.414883536
27,6,2012,Wednesday,6/27/2012,21,0.644722715
6,5,2012,Sunday,5/6/2012,23,0.343506548
25,1,2014,Saturday,1/25/2014,1,0.199627267
5,10,2013,Saturday,10/5/2013,23,0.250510608
24,9,2012,Monday,9/24/2012,21,0.367276239
8,8,2012,Wednesday,8/8/2012,19,0.665081455
2,2,2013,Saturday,2/2/2013,19,0.350167502
7,12,2011,Wednesday,12/7/2011,23,0.203148045
24,8,2013,Saturday,8/24/2013,21,0.433092637
17,12,2012,Monday,12/17/2012,17,0.342025075
1,11,2012,Thursday,11/1/2012,23,0.216587623
10,4,2012,Tuesday,4/10/2012,21,0.448957759
12,3,2013,Tuesday,3/12/2013,17,0.383899709
17,1,2012,Tuesday,1/17/2012,17,0.345183036
21,7,2013,Sunday,7/21/2013,19,0.749158372
19,9,2012,Wednesday,9/19/2012,17,0.294494654
31,10,2013,Thursday,10/31/2013,7,0.266297374
16,5,2012,Wednesday,5/16/2012,23,0.371991894
30,10,2013,Wednesday,10/30/2013,15,0.229518667
13,12,2013,Friday,12/13/2013,11,0.280112365
19,4,2013,Friday,4/19/2013,23,0.270158617
14,12,2013,Saturday,12/14/2013,3,0.178588029
6,10,2011,Thursday,10/6/2011,17,0
11,12,2013,Wednesday,12/11/2013,13,0.291196469
24,1,2014,Friday,1/24/2014,9,0.250944737
27,5,2013,Monday,5/27/2013,21,0.544520630
20,8,2013,Tuesday,8/20/2013,20,0.694774722
25,2,2014,Tuesday,2/25/2014,4,0.171248352
29,1,2012,Sunday,1/29/2012,16,0.425313235
18,10,2013,Friday,10/18/2013,14,0.209720522
22,8,2012,Wednesday,8/22/2012,16,0.247807602
7,5,2013,Tuesday,5/7/2013,20,0.466728090
29,6,2013,Saturday,6/29/2013,16,0.477295574
19,10,2013,Saturday,10/19/2013,6,0.198870479
5,2,2014,Wednesday,2/5/2014,8,0.229645974
13,11,2012,Tuesday,11/13/2012,22,0.243576668
14,11,2013,Thursday,11/14/2013,4,0.157985596
9,11,2011,Wednesday,11/9/2011,22,0.338932540
16,3,2013,Saturday,3/16/2013,16,0.390430961
13,6,2012,Wednesday,6/13/2012,22,0.521642091
6,2,2014,Thursday,2/6/2014,0,0.179478031
11,1,2014,Saturday,1/11/2014,2,0.178355330
24,4,2012,Tuesday,4/24/2012,22,0.387622299
17,12,2011,Saturday,12/17/2011,20,0.309407692
13,11,2013,Wednesday,11/13/2013,12,0.224478142
13,3,2012,Tuesday,3/13/2012,20,0.423084803
11,3,2012,Sunday,3/11/2012,18,0.445880034
26,2,2014,Wednesday,2/26/2014,12,0.288459300
3,11,2011,Thursday,11/3/2011,16,0.254294355
25,7,2013,Thursday,7/25/2013,18,0.638721225
15,4,2013,Monday,4/15/2013,22,0.309938760
15,9,2013,Sunday,9/15/2013,22,0.324276195
22,10,2012,Monday,10/22/2012,20,0.405098044
5,12,2012,Wednesday,12/5/2012,16,0.280801559
9,7,2012,Monday,7/9/2012,20,0.660367383
10,1,2014,Friday,1/10/2014,10,0.240322813
27,7,2012,Friday,7/27/2012,18,0.610314739
27,12,2012,Thursday,12/27/2012,18,0.319928370
22,2,2013,Friday,2/22/2013,18,0.363605262
18,11,2012,Sunday,11/18/2012,12,0.274329810
26,2,2012,Sunday,2/26/2012,0,0.237091121
9,1,2013,Wednesday,1/9/2013,8,0.312379031
25,7,2012,Wednesday,7/25/2012,0,0.296122808
3,6,2012,Sunday,6/3/2012,4,0.180084028
1,1,2014,Wednesday,1/1/2014,16,0.377421344
10,1,2013,Thursday,1/10/2013,0,0.193189784
18,4,2012,Wednesday,4/18/2012,4,0.174840610
27,6,2013,Thursday,6/27/2013,2,0.214011414
2,4,2013,Tuesday,4/2/2013,12,0.225490476
23,10,2011,Sunday,10/23/2011,10,0.331978261
13,5,2013,Monday,5/13/2013,6,0.212214297
27,3,2012,Tuesday,3/27/2012,6,0.276605211
19,2,2014,Wednesday,2/19/2014,22,0.302083465
27,2,2012,Monday,2/27/2012,8,0.262637209
28,11,2012,Wednesday,11/28/2012,10,0.222373071
30,3,2013,Saturday,3/30/2013,2,0.156653762
16,2,2013,Saturday,2/16/2013,0,0.199733976
17,9,2013,Tuesday,9/17/2013,4,0.157825527
4,2,2012,Saturday,2/4/2012,2,0.168564189
19,11,2012,Monday,11/19/2012,4,0.150182734
4,6,2012,Monday,6/4/2012,12,0.264864319
1,4,2013,Monday,4/1/2013,4,0.149029073
12,7,2012,Thursday,7/12/2012,14,0.354431292
19,4,2012,Thursday,4/19/2012,12,0.283885254
2,9,2012,Sunday,9/2/2012,10,0.357404067
9,8,2013,Friday,8/9/2013,14,0.254871601
8,10,2012,Monday,10/8/2012,6,0.231998909
1,9,2012,Saturday,9/1/2012,2,0.219742037
10,8,2013,Saturday,8/10/2013,6,0.243516571
28,3,2012,Wednesday,3/28/2012,14,0.245949967
26,6,2013,Wednesday,6/26/2013,10,0.339734310
24,11,2013,Sunday,11/24/2013,22,0.257858714
16,9,2013,Monday,9/16/2013,12,0.259837953
18,11,2011,Friday,11/18/2011,12,0.254808594
11,7,2012,Wednesday,7/11/2012,6,0.248096478
26,7,2012,Thursday,7/26/2012,8,0.435831459
14,12,2011,Wednesday,12/14/2011,14,0.247411917
14,5,2013,Tuesday,5/14/2013,14,0.230386083
4,8,2013,Sunday,8/4/2013,0,0.318127251
29,11,2012,Thursday,11/29/2012,2,0.155356166
15,12,2011,Thursday,12/15/2011,6,0.236259067
3,8,2013,Saturday,8/3/2013,8,0.391652309
8,2,2014,Saturday,2/8/2014,18,0.429075451
17,10,2013,Thursday,10/17/2013,20,0.392582963
7,10,2012,Sunday,10/7/2012,14,0.251282159
19,11,2011,Saturday,11/19/2011,4,0.159710938
24,10,2011,Monday,10/24/2011,2,0.167678261
17,2,2013,Sunday,2/17/2013,8,0.270401690
31,3,2013,Sunday,3/31/2013,10,0.287754665
5,2,2012,Sunday,2/5/2012,10,0.318241304
3,7,2013,Wednesday,7/3/2013,19,0.665035653
11,4,2013,Thursday,4/11/2013,21,0.348465972
2,2,2014,Sunday,2/2/2014,3,0.189809032
25,1,2012,Wednesday,1/25/2012,19,0.363662903
18,10,2012,Thursday,10/18/2012,23,0.197362171
9,12,2012,Sunday,12/9/2012,19,0.379753713
18,11,2013,Monday,11/18/2013,7,0.311217376
31,12,2012,Monday,12/31/2012,17,0.477954953
30,10,2011,Sunday,10/30/2011,19,0.442886555
9,11,2012,Friday,11/9/2012,21,0.313491637
5,7,2012,Thursday,7/5/2012,23,0.442072126
11,9,2013,Wednesday,9/11/2013,21,0.356289741
13,11,2011,Sunday,11/13/2011,21,0.310726563
28,4,2012,Saturday,4/28/2012,21,0.427655535
17,3,2012,Saturday,3/17/2012,23,0.257871472
31,7,2012,Tuesday,7/31/2012,17,0.532891377
7,1,2014,Tuesday,1/7/2014,1,0.190201821
1,2,2014,Saturday,2/1/2014,11,0.340636003
23,10,2013,Wednesday,10/23/2013,5,0.197527636
17,11,2013,Sunday,11/17/2013,15,0.350560688
29,7,2013,Monday,7/29/2013,17,0.389736696
1,3,2014,Saturday,3/1/2014,7,0.253993887
26,8,2012,Sunday,8/26/2012,19,0.613646839
20,3,2013,Wednesday,3/20/2013,19,0.386090520
21,12,2011,Wednesday,12/21/2011,23,0.231429648
22,10,2013,Tuesday,10/22/2013,13,0.283379326
2,3,2014,Sunday,3/2/2014,15,0.309702787
26,2,2013,Tuesday,2/26/2013,17,0.427033725
3,5,2013,Friday,5/3/2013,23,0.284328405
9,6,2012,Saturday,6/9/2012,21,0.581786492
6,1,2014,Monday,1/6/2014,9,0.257062594
16,8,2013,Friday,8/16/2013,23,0.360867483
7,3,2012,Wednesday,3/7/2012,17,0.394598875
7,9,2013,Saturday,9/7/2013,14,0.252748589
3,1,2012,Tuesday,1/3/2012,6,0.209919512
3,10,2012,Wednesday,10/3/2012,6,0.200295651
4,1,2012,Wednesday,1/4/2012,14,0.461626214
18,1,2014,Saturday,1/18/2014,18,0.579369102
8,5,2012,Tuesday,5/8/2012,12,0.269579602
6,9,2013,Friday,9/6/2013,6,0.202527292
30,5,2012,Wednesday,5/30/2012,12,0.275167738
22,11,2011,Tuesday,11/22/2011,4,0.158464844
30,10,2012,Tuesday,10/30/2012,12,0.214072002
26,5,2013,Sunday,5/26/2013,6,0.219631034
15,6,2013,Saturday,6/15/2013,10,0.349161209
5,11,2013,Tuesday,11/5/2013,20,0.357539486
14,1,2013,Monday,1/14/2013,8,0.239135030
23,11,2011,Wednesday,11/23/2011,12,0.2203125
4,10,2012,Thursday,10/4/2012,14,0.228235237
22,2,2012,Wednesday,2/22/2012,8,0.248992376
19,10,2011,Wednesday,10/19/2011,2,0.192552632
18,12,2012,Tuesday,12/18/2012,2,0.153268578
7,7,2013,Sunday,7/7/2013,8,0.420314995
27,12,2013,Friday,12/27/2013,16,0.321664708
15,8,2012,Wednesday,8/15/2012,0,0.291861415
14,8,2012,Tuesday,8/14/2012,8,0.473089045
31,3,2012,Saturday,3/31/2012,14,0.304965368
31,5,2012,Thursday,5/31/2012,4,0.189306052
6,7,2013,Saturday,7/6/2013,0,0.320024957
15,1,2012,Sunday,1/15/2012,10,0.281263889
29,4,2013,Monday,4/29/2013,12,0.227293241
19,12,2012,Wednesday,12/19/2012,10,0.253339885
5,9,2012,Wednesday,9/5/2012,10,0.243012944
9,5,2012,Wednesday,5/9/2012,4,0.189569427
