DAY,MONTH,YEAR,DAYNAME,DATE,HOUR,GENERAL_SUPPLY_KWH
26,10,2012,Friday,10/26/2012,0,0.180132546
18,6,2013,Tuesday,6/18/2013,14,0.252815039
29,9,2012,Saturday,9/29/2012,10,0.264826015
21,5,2013,Tuesday,5/21/2013,2,0.192266564
24,12,2013,Tuesday,12/24/2013,20,0.351828354
7,1,2012,Saturday,1/7/2012,10,0.230859223
12,1,2012,Thursday,1/12/2012,14,0.196483333
17,6,2012,Sunday,6/17/2012,2,0.227236007
15,10,2011,Saturday,10/15/2011,14,0.325897059
17,1,2013,Thursday,1/17/2013,12,0.383210238
11,1,2012,Wednesday,1/11/2012,6,0.231521429
26,4,2013,Friday,4/26/2013,8,0.282245146
30,9,2012,Sunday,9/30/2012,2,0.163362694
10,11,2013,Sunday,11/10/2013,16,0.342046085
15,1,2014,Wednesday,1/15/2014,22,0.380153916
24,9,2013,Tuesday,9/24/2013,8,0.259588260
9,9,2012,Sunday,9/9/2012,6,0.186142537
22,5,2013,Wednesday,5/22/2013,10,0.282756955
12,6,2012,Tuesday,6/12/2012,19,0.669377356
25,10,2013,Friday,10/25/2013,11,0.214308259
10,11,2011,Thursday,11/10/2011,19,0.386484252
23,3,2013,Saturday,3/23/2013,21,0.356803025
8,1,2014,Wednesday,1/8/2014,7,0.231607103
6,5,2013,Monday,5/6/2013,17,0.368262582
10,4,2013,Wednesday,4/10/2013,19,0.420924724
15,10,2012,Monday,10/15/2012,17,0.343675570
26,7,2013,Friday,7/26/2013,23,0.435856589
31,1,2014,Friday,1/31/2014,13,0.323794341
25,8,2012,Saturday,8/25/2012,21,0.445658699
4,7,2012,Wednesday,7/4/2012,17,0.560921167
9,1,2014,Thursday,1/9/2014,15,0.242153807
30,1,2014,Thursday,1/30/2014,5,0.197703319
6,3,2012,Tuesday,3/6/2012,23,0.231781340
1,1,2013,Tuesday,1/1/2013,23,0.298377612
27,2,2014,Thursday,2/27/2014,9,0.243696202
15,11,2013,Friday,11/15/2013,1,0.165598186
10,11,2012,Saturday,11/10/2012,19,0.352447971
3,8,2012,Friday,8/3/2012,23,0.453503087
6,12,2012,Thursday,12/6/2012,21,0.305758450
28,1,2012,Saturday,1/28/2012,21,0.340688791
25,2,2013,Monday,2/25/2013,23,0.269268702
4,7,2013,Thursday,7/4/2013,21,0.525950183
22,12,2011,Thursday,12/22/2011,17,0.314290244
28,2,2014,Friday,2/28/2014,1,0.183314345
20,3,2012,Tuesday,3/20/2012,17,0.408696321
31,10,2011,Monday,10/31/2011,21,0.350105042
8,9,2013,Sunday,9/8/2013,19,0.454834199
16,11,2013,Saturday,11/16/2013,9,0.282073643
27,4,2012,Friday,4/27/2012,19,0.513378378
17,8,2013,Saturday,8/17/2013,17,0.344404659
24,10,2013,Thursday,10/24/2013,3,0.167236102
3,3,2012,Saturday,3/3/2012,19,0.395071717
16,4,2012,Monday,4/16/2012,23,0.293097993
9,12,2011,Friday,12/9/2011,21,0.300870270
27,11,2012,Tuesday,11/27/2012,17,0.406975142
17,2,2014,Monday,2/17/2014,5,0.193120076
14,10,2012,Sunday,10/14/2012,21,0.355365992
15,5,2013,Wednesday,5/15/2013,21,0.462744453
21,11,2012,Wednesday,11/21/2012,23,0.203672890
7,4,2013,Sunday,4/7/2013,23,0.238650994
23,9,2013,Monday,9/23/2013,23,0.250404353
3,1,2014,Friday,1/3/2014,3,0.194886187
10,10,2013,Thursday,10/10/2013,15,0.371078504
19,7,2012,Thursday,7/19/2012,19,0.700699438
14,2,2014,Friday,2/14/2014,1,0.200984610
6,2,2012,Monday,2/6/2012,17,0.406738193
2,8,2013,Friday,8/2/2013,19,0.588205691
17,11,2011,Thursday,11/17/2011,23,0.193175781
11,10,2013,Friday,10/11/2013,7,0.268206927
26,10,2011,Wednesday,10/26/2011,17,0.368
14,2,2013,Thursday,2/14/2013,19,0.366974648
13,2,2014,Thursday,2/13/2014,9,0.251392759
18,2,2014,Tuesday,2/18/2014,13,0.230246868
21,3,2012,Wednesday,3/21/2012,21,0.399008531
17,7,2012,Tuesday,7/17/2012,21,0.591887173
2,1,2014,Thursday,1/2/2014,11,0.418905194
22,11,2013,Friday,11/22/2013,5,0.192270468
21,11,2013,Thursday,11/21/2013,13,0.240897147
12,8,2013,Monday,8/12/2013,21,0.489793103
21,6,2013,Friday,6/21/2013,17,0.514395495
5,6,2012,Tuesday,6/5/2012,23,0.411234422
30,8,2012,Thursday,8/30/2012,17,0.306603597
24,3,2013,Sunday,3/24/2013,17,0.536011416
4,1,2013,Friday,1/4/2013,19,0.404554442
25,2,2013,Monday,2/25/2013,9,0.273408149
16,10,2012,Tuesday,10/16/2012,7,0.274517487
8,9,2013,Sunday,9/8/2013,13,0.286504179
1,11,2011,Tuesday,11/1/2011,3,0.151126050
11,11,2012,Sunday,11/11/2012,5,0.155342296
25,8,2012,Saturday,8/25/2012,11,0.291154756
10,4,2013,Wednesday,4/10/2013,13,0.213873314
18,8,2013,Sunday,8/18/2013,7,0.267495244
4,7,2012,Wednesday,7/4/2012,15,0.356595974
5,7,2013,Friday,7/5/2013,3,0.198122264
1,1,2013,Tuesday,1/1/2013,9,0.342677770
9,1,2014,Thursday,1/9/2014,17,0.320323315
27,2,2014,Thursday,2/27/2014,23,0.227490803
26,7,2013,Friday,7/26/2013,9,0.404577701
24,2,2013,Sunday,2/24/2013,1,0.189723489
16,11,2013,Saturday,11/16/2013,23,0.224699623
12,6,2012,Tuesday,6/12/2012,13,0.288869149
11,11,2011,Friday,11/11/2011,5,0.189622047
2,8,2012,Thursday,8/2/2012,1,0.271947344
6,5,2013,Monday,5/6/2013,15,0.228482228
27,1,2012,Friday,1/27/2012,3,0.166182258
2,1,2013,Wednesday,1/2/2013,1,0.218461380
5,5,2013,Sunday,5/5/2013,7,0.209405816
9,4,2013,Tuesday,4/9/2013,5,0.152377096
31,1,2014,Friday,1/31/2014,19,0.483162878
28,1,2012,Saturday,1/28/2012,11,0.349620536
26,4,2012,Thursday,4/26/2012,5,0.197621562
20,3,2012,Tuesday,3/20/2012,15,0.281883258
24,8,2012,Friday,8/24/2012,3,0.155882422
22,12,2011,Thursday,12/22/2011,15,0.2677
5,3,2012,Monday,3/5/2012,1,0.231525253
19,3,2012,Monday,3/19/2012,7,0.320783537
17,8,2013,Saturday,8/17/2013,15,0.266457937
7,12,2012,Friday,12/7/2012,3,0.144020802
27,4,2012,Friday,4/27/2012,13,0.252368258
3,8,2012,Friday,8/3/2012,9,0.430815538
23,3,2013,Saturday,3/23/2013,11,0.337341318
4,7,2013,Thursday,7/4/2013,11,0.294386212
22,3,2013,Friday,3/22/2013,3,0.159824627
25,10,2013,Friday,10/25/2013,21,0.297613196
6,12,2012,Thursday,12/6/2012,11,0.211141653
15,10,2012,Monday,10/15/2012,15,0.232656268
10,11,2011,Thursday,11/10/2011,13,0.253766798
31,10,2011,Monday,10/31/2011,11,0.235819328
11,6,2012,Monday,6/11/2012,5,0.207804089
10,11,2012,Saturday,11/10/2012,13,0.264835570
27,7,2013,Saturday,7/27/2013,1,0.282503283
6,3,2012,Tuesday,3/6/2012,9,0.244534047
9,9,2013,Monday,9/9/2013,5,0.158288899
3,7,2012,Tuesday,7/3/2012,7,0.409074720
23,12,2011,Friday,12/23/2011,7,0.243226829
14,3,2012,Wednesday,3/14/2012,14,0.271464286
13,3,2012,Tuesday,3/13/2012,6,0.264602119
16,12,2011,Friday,12/16/2011,14,0.211265464
25,4,2012,Wednesday,4/25/2012,12,0.368755403
16,3,2013,Saturday,3/16/2013,2,0.171357991
25,7,2013,Thursday,7/25/2013,0,0.313423963
29,1,2012,Sunday,1/29/2012,2,0.192705015
23,8,2012,Thursday,8/23/2012,10,0.235865999
14,9,2013,Saturday,9/14/2013,12,0.267056531
23,2,2013,Saturday,2/23/2013,8,0.295992040
16,4,2013,Tuesday,4/16/2013,12,0.245735080
7,5,2013,Tuesday,5/7/2013,6,0.216406891
15,4,2013,Monday,4/15/2013,4,0.146664959
8,11,2011,Tuesday,11/8/2011,12,0.295924603
6,2,2014,Thursday,2/6/2014,18,0.336773647
2,11,2011,Wednesday,11/2/2011,10,0.230441176
10,7,2012,Tuesday,7/10/2012,14,0.283111477
9,11,2011,Wednesday,11/9/2011,4,0.177797619
24,7,2013,Wednesday,7/24/2013,8,0.481272310
11,1,2014,Saturday,1/11/2014,16,0.494760968
26,12,2012,Wednesday,12/26/2012,8,0.255759650
25,2,2014,Tuesday,2/25/2014,22,0.294260017
19,8,2013,Monday,8/19/2013,14,0.225487804
22,2,2013,Friday,2/22/2013,0,0.202676491
14,11,2013,Thursday,11/14/2013,22,0.264658763
17,12,2011,Saturday,12/17/2011,6,0.186046392
29,6,2013,Saturday,6/29/2013,2,0.223505739
11,3,2012,Sunday,3/11/2012,0,0.217956727
24,4,2012,Tuesday,4/24/2012,4,0.172513648
27,7,2012,Friday,7/27/2012,0,0.292928337
9,7,2012,Monday,7/9/2012,6,0.284127117
12,11,2012,Monday,11/12/2012,12,0.213604267
22,10,2012,Monday,10/22/2012,6,0.234477908
27,12,2012,Thursday,12/27/2012,0,0.173985765
19,10,2013,Saturday,10/19/2013,20,0.326211827
13,6,2012,Wednesday,6/13/2012,4,0.190242446
12,3,2012,Monday,3/12/2012,8,0.267020094
15,9,2013,Sunday,9/15/2013,4,0.156303987
3,11,2011,Thursday,11/3/2011,2,0.135932773
4,12,2012,Tuesday,12/4/2012,10,0.225454999
28,7,2012,Saturday,7/28/2012,8,0.443373254
17,3,2013,Sunday,3/17/2013,10,0.279988767
28,6,2013,Friday,6/28/2013,10,0.337210311
20,8,2013,Tuesday,8/20/2013,6,0.285154939
21,10,2012,Sunday,10/21/2012,14,0.274202782
22,8,2012,Wednesday,8/22/2012,2,0.199189339
30,1,2012,Monday,1/30/2012,10,0.293478134
5,12,2012,Wednesday,12/5/2012,2,0.154372755
13,11,2012,Tuesday,11/13/2012,4,0.150333791
14,6,2012,Thursday,6/14/2012,12,0.269559116
8,5,2013,Wednesday,5/8/2013,14,0.221042517
22,11,2012,Thursday,11/22/2012,8,0.237414522
9,2,2012,Thursday,2/9/2012,14,0.255539982
12,2,2014,Wednesday,2/12/2014,22,0.323644597
5,1,2013,Saturday,1/5/2013,12,0.416055957
20,9,2013,Friday,9/20/2013,8,0.283523689
7,6,2012,Thursday,6/7/2012,0,0.305094942
12,2,2013,Tuesday,2/12/2013,4,0.160363086
15,2,2014,Saturday,2/15/2014,18,0.407004517
27,3,2013,Wednesday,3/27/2013,14,0.343707439
24,11,2012,Saturday,11/24/2012,14,0.276291644
5,4,2013,Friday,4/5/2013,0,0.176325644
22,7,2012,Sunday,7/22/2012,12,0.434762432
6,4,2013,Saturday,4/6/2013,8,0.272445871
15,11,2011,Tuesday,11/15/2011,0,0.205960937
13,8,2013,Tuesday,8/13/2013,10,0.274596730
18,5,2013,Saturday,5/18/2013,10,0.329058477
12,10,2012,Friday,10/12/2012,2,0.157591773
28,8,2012,Tuesday,8/28/2012,6,0.278089596
14,4,2012,Saturday,4/14/2012,0,0.244101991
8,2,2012,Wednesday,2/8/2012,6,0.274989258
2,3,2012,Friday,3/2/2012,12,0.281033679
5,1,2014,Sunday,1/5/2014,20,0.460417674
29,8,2012,Wednesday,8/29/2012,14,0.226074102
14,8,2013,Wednesday,8/14/2013,2,0.199409392
11,10,2012,Thursday,10/11/2012,10,0.246088267
14,11,2011,Monday,11/14/2011,8,0.217441406
13,2,2013,Wednesday,2/13/2013,12,0.228028596
28,10,2011,Friday,10/28/2011,6,0.322256303
30,7,2013,Tuesday,7/30/2013,12,0.254013600
21,9,2013,Saturday,9/21/2013,0,0.231752974
21,7,2012,Saturday,7/21/2012,4,0.213095458
27,10,2011,Thursday,10/27/2011,14,0.215130252
23,11,2012,Friday,11/23/2012,0,0.165339060
24,3,2012,Saturday,3/24/2012,10,0.312833165
26,3,2013,Tuesday,3/26/2013,6,0.256093595
1,3,2012,Thursday,3/1/2012,4,0.185678492
31,7,2013,Wednesday,7/31/2013,4,0.193020613
16,7,2012,Monday,7/16/2012,10,0.340038537
13,10,2013,Sunday,10/13/2013,16,0.523840478
20,11,2013,Wednesday,11/20/2013,18,0.372248073
11,12,2011,Sunday,12/11/2011,2,0.175566489
10,12,2011,Saturday,12/10/2011,10,0.310569149
25,11,2012,Sunday,11/25/2012,6,0.186549390
6,1,2013,Sunday,1/6/2013,4,0.178745525
17,5,2013,Friday,5/17/2013,2,0.182787645
23,6,2013,Sunday,6/23/2013,6,0.242100668
15,7,2012,Sunday,7/15/2012,2,0.217254255
15,4,2012,Sunday,4/15/2012,8,0.274930704
22,6,2013,Saturday,6/22/2013,14,0.405071539
23,3,2012,Friday,3/23/2012,2,0.174341840
8,6,2012,Friday,6/8/2012,8,0.514888092
15,9,2012,Saturday,9/15/2012,14,0.269985490
17,2,2012,Friday,2/17/2012,4,0.166110335
9,10,2013,Wednesday,10/9/2013,8,0.234228815
20,1,2013,Sunday,1/20/2013,12,0.291340079
23,4,2013,Tuesday,4/23/2013,8,0.280238789
4,8,2012,Saturday,8/4/2012,12,0.332633622
29,1,2013,Tuesday,1/29/2013,12,0.289609291
24,4,2013,Wednesday,4/24/2013,0,0.217673336
4,11,2012,Sunday,11/4/2012,0,0.180272551
9,3,2013,Saturday,3/9/2013,6,0.206220064
3,5,2012,Thursday,5/3/2012,0,0.238597732
30,1,2013,Wednesday,1/30/2013,4,0.166886741
3,12,2011,Saturday,12/3/2011,8,0.252814815
22,1,2012,Sunday,1/22/2012,6,0.174061151
17,7,2013,Wednesday,7/17/2013,12,0.243292139
17,12,2013,Tuesday,12/17/2013,20,0.390419156
16,2,2012,Thursday,2/16/2012,12,0.248143855
12,12,2012,Wednesday,12/12/2012,6,0.229421808
13,12,2012,Thursday,12/13/2012,14,0.236654642
21,5,2012,Monday,5/21/2012,0,0.281139432
7,4,2012,Saturday,4/7/2012,2,0.189690366
5,8,2012,Sunday,8/5/2012,4,0.224758426
27,9,2012,Thursday,9/27/2012,2,0.156127405
6,4,2012,Friday,4/6/2012,10,0.332586187
25,12,2011,Sunday,12/25/2011,10,0.407346341
28,1,2014,Tuesday,1/28/2014,22,0.295443120
26,10,2013,Saturday,10/26/2013,16,0.277687848
27,8,2013,Tuesday,8/27/2013,2,0.185941812
16,9,2012,Sunday,9/16/2012,6,0.197548232
4,6,2013,Tuesday,6/4/2013,6,0.284978414
8,10,2013,Tuesday,10/8/2013,0,0.177451353
21,1,2012,Saturday,1/21/2012,14,0.310618705
8,3,2013,Friday,3/8/2013,14,0.246996755
1,7,2012,Sunday,7/1/2012,10,0.440940937
28,9,2012,Friday,9/28/2012,10,0.242927247
24,12,2011,Saturday,12/24/2011,2,0.186887805
31,5,2013,Friday,5/31/2013,10,0.264704022
7,12,2013,Saturday,12/7/2013,18,0.325278686
20,5,2012,Sunday,5/20/2012,8,0.403083554
5,6,2013,Wednesday,6/5/2013,14,0.260712241
9,10,2011,Sunday,10/9/2011,6,0
16,7,2013,Tuesday,7/16/2013,4,0.194893442
2,5,2012,Wednesday,5/2/2012,8,0.376148384
10,10,2011,Monday,10/10/2011,14,0.19903125
19,1,2013,Saturday,1/19/2013,4,0.226312628
2,12,2011,Friday,12/2/2011,0,0.168122517
5,11,2012,Monday,11/5/2012,8,0.232987679
1,6,2013,Saturday,6/1/2013,2,0.190282447
2,7,2012,Monday,7/2/2012,2,0.230179958
28,8,2013,Wednesday,8/28/2013,10,0.241223657
27,5,2012,Sunday,5/27/2012,18,0.691728090
15,1,2014,Wednesday,1/15/2014,12,0.384741666
18,6,2013,Tuesday,6/18/2013,20,0.667000834
5,4,2012,Thursday,4/5/2012,16,0.304929483
22,12,2012,Saturday,12/22/2012,20,0.402071649
18,6,2012,Monday,6/18/2012,16,0.319330940
10,11,2013,Sunday,11/10/2013,10,0.283165945
26,4,2013,Friday,4/26/2013,18,0.401435388
2,9,2013,Monday,9/2/2013,16,0.236943421
26,11,2011,Saturday,11/26/2011,18,0.32671875
19,8,2012,Sunday,8/19/2012,22,0.484363560
13,5,2012,Sunday,5/13/2012,18,0.633692149
19,2,2012,Sunday,2/19/2012,22,0.338442208
9,11,2013,Saturday,11/9/2013,2,0.193999808
1,12,2013,Sunday,12/1/2013,0,0.190650827
25,10,2012,Thursday,10/25/2012,18,0.412238399
7,3,2013,Thursday,3/7/2013,20,0.387686833
29,9,2012,Saturday,9/29/2012,16,0.261462445
9,2,2013,Saturday,2/9/2013,22,0.364657542
14,1,2014,Tuesday,1/14/2014,4,0.168807917
15,10,2011,Saturday,10/15/2011,20,0.367007353
2,12,2013,Monday,12/2/2013,8,0.236771771
23,12,2013,Monday,12/23/2013,6,0.262106802
17,1,2013,Thursday,1/17/2013,22,0.422752377
24,9,2013,Tuesday,9/24/2013,18,0.377669499
10,7,2013,Wednesday,7/10/2013,22,0.556824189
24,12,2013,Tuesday,12/24/2013,14,0.293792735
12,1,2012,Thursday,1/12/2012,20,0.318323810
10,9,2012,Monday,9/10/2012,20,0.445850760
7,1,2012,Saturday,1/7/2012,16,0.273643204
22,5,2013,Wednesday,5/22/2013,16,0.378550020
4,8,2012,Saturday,8/4/2012,18,0.598372689
16,2,2012,Thursday,2/16/2012,18,0.402421788
25,12,2011,Sunday,12/25/2011,20,0.386436585
10,10,2011,Monday,10/10/2011,16,0.15503125
8,12,2013,Sunday,12/8/2013,4,0.151805391
20,1,2013,Sunday,1/20/2013,18,0.371673817
3,12,2011,Saturday,12/3/2011,22,0.229790123
17,7,2013,Wednesday,7/17/2013,18,0.506717312
5,6,2013,Wednesday,6/5/2013,16,0.317430395
15,9,2012,Saturday,9/15/2012,16,0.288628475
20,5,2012,Sunday,5/20/2012,22,0.468634215
8,3,2013,Friday,3/8/2013,16,0.310844933
31,5,2013,Friday,5/31/2013,20,0.452224570
2,5,2012,Wednesday,5/2/2012,22,0.384654195
28,9,2012,Friday,9/28/2012,20,0.369230585
17,12,2013,Tuesday,12/17/2013,10,0.234800476
29,1,2014,Wednesday,1/29/2014,0,0.207212755
13,12,2012,Thursday,12/13/2012,16,0.298092042
21,1,2012,Saturday,1/21/2012,16,0.299223022
28,1,2014,Tuesday,1/28/2014,8,0.241052939
5,11,2012,Monday,11/5/2012,22,0.267547444
28,8,2013,Wednesday,8/28/2013,20,0.471198064
6,4,2012,Friday,4/6/2012,20,0.405302670
1,7,2012,Sunday,7/1/2012,20,0.694590319
18,12,2013,Wednesday,12/18/2013,2,0.170978156
9,10,2013,Wednesday,10/9/2013,22,0.261178733
27,10,2013,Sunday,10/27/2013,6,0.187357500
29,1,2013,Tuesday,1/29/2013,18,0.407807643
23,4,2013,Tuesday,4/23/2013,22,0.329187526
7,12,2013,Saturday,12/7/2013,12,0.263567529
26,10,2013,Saturday,10/26/2013,14,0.248987147
6,5,2012,Sunday,5/6/2012,4,0.191894781
17,1,2012,Tuesday,1/17/2012,2,0.166440367
8,8,2012,Wednesday,8/8/2012,0,0.310667655
23,8,2013,Friday,8/23/2013,14,0.270527877
9,6,2013,Sunday,6/9/2013,2,0.203499173
7,5,2012,Monday,5/7/2012,12,0.311439496
28,12,2011,Wednesday,12/28/2011,14,0.250734146
2,2,2013,Saturday,2/2/2013,0,0.189239331
24,8,2013,Saturday,8/24/2013,6,0.229554156
16,5,2012,Wednesday,5/16/2012,4,0.206649963
12,2,2012,Sunday,2/12/2012,0,0.211075
12,12,2013,Thursday,12/12/2013,22,0.298780385
19,9,2012,Wednesday,9/19/2012,2,0.163842980
25,1,2014,Saturday,1/25/2014,18,0.342897559
16,12,2012,Sunday,12/16/2012,10,0.352091696
21,7,2013,Sunday,7/21/2013,0,0.308498042
1,11,2012,Thursday,11/1/2012,4,0.151471578
28,5,2013,Tuesday,5/28/2013,14,0.263950815
10,4,2012,Tuesday,4/10/2012,6,0.211627684
6,12,2011,Tuesday,12/6/2011,12,0.222151163
20,4,2013,Saturday,4/20/2013,12,0.362819579
23,9,2012,Sunday,9/23/2012,14,0.243678604
24,1,2013,Thursday,1/24/2013,0,0.199136595
4,10,2013,Friday,10/4/2013,12,0.235501496
12,3,2013,Tuesday,3/12/2013,2,0.174785297
9,8,2012,Thursday,8/9/2012,8,0.452979078
27,6,2012,Wednesday,6/27/2012,6,0.286090755
29,12,2011,Thursday,12/29/2011,6,0.185234146
20,9,2012,Thursday,9/20/2012,10,0.231986795
23,1,2013,Wednesday,1/23/2013,8,0.249771214
19,4,2013,Friday,4/19/2013,4,0.145358097
28,6,2012,Thursday,6/28/2012,14,0.292560020
11,4,2012,Wednesday,4/11/2012,14,0.286553398
31,10,2013,Thursday,10/31/2013,20,0.352505422
13,2,2012,Monday,2/13/2012,8,0.242786810
18,1,2012,Wednesday,1/18/2012,10,0.198845652
20,7,2013,Saturday,7/20/2013,8,0.340373667
17,12,2012,Monday,12/17/2012,2,0.184365889
7,12,2011,Wednesday,12/7/2011,4,0.157337209
31,10,2012,Wednesday,10/31/2012,12,0.225251552
3,2,2013,Sunday,2/3/2013,8,0.271066079
27,5,2013,Monday,5/27/2013,6,0.270437378
14,12,2013,Saturday,12/14/2013,16,0.333211512
8,6,2013,Saturday,6/8/2013,10,0.350380793
13,3,2013,Wednesday,3/13/2013,10,0.227084897
5,10,2013,Saturday,10/5/2013,4,0.154224011
17,5,2012,Thursday,5/17/2012,12,0.250434148
24,9,2012,Monday,9/24/2012,6,0.185853265
2,2,2012,Thursday,2/2/2012,12,0.236854712
20,11,2011,Sunday,11/20/2011,2,0.1944375
23,7,2012,Monday,7/23/2012,14,0.309003606
21,4,2012,Saturday,4/21/2012,2,0.192267758
4,4,2013,Thursday,4/4/2013,2,0.151701229
7,1,2013,Monday,1/7/2013,6,0.221063259
13,12,2011,Tuesday,12/13/2011,8,0.250277202
24,6,2013,Monday,6/24/2013,4,0.212621880
28,3,2013,Thursday,3/28/2013,12,0.303221857
11,5,2013,Saturday,5/11/2013,8,0.289481365
1,12,2012,Saturday,12/1/2012,12,0.466756659
26,3,2012,Monday,3/26/2012,0,0.197640053
5,8,2013,Monday,8/5/2013,6,0.292677618
18,9,2013,Wednesday,9/18/2013,2,0.164404581
22,2,2014,Saturday,2/22/2014,16,0.309358230
19,2,2013,Tuesday,2/19/2013,6,0.243232371
19,9,2013,Thursday,9/19/2013,10,0.222154020
20,4,2012,Friday,4/20/2012,10,0.288512475
17,11,2012,Saturday,11/17/2012,10,0.274298093
12,5,2013,Sunday,5/12/2013,0,0.244201245
7,8,2013,Wednesday,8/7/2013,0,0.258132668
9,2,2014,Sunday,2/9/2014,20,0.501166385
14,7,2012,Saturday,7/14/2012,0,0.278104358
25,3,2012,Sunday,3/25/2012,8,0.319783766
22,10,2011,Saturday,10/22/2011,12,0.313365217
14,10,2013,Monday,10/14/2013,18,0.391923317
3,4,2013,Wednesday,4/3/2013,10,0.244016675
30,11,2012,Friday,11/30/2012,4,0.172920339
12,12,2011,Monday,12/12/2011,0,0.184963158
16,11,2012,Friday,11/16/2012,2,0.152651550
4,9,2012,Tuesday,9/4/2012,4,0.189390792
6,8,2013,Tuesday,8/6/2013,14,0.231739421
8,8,2013,Thursday,8/8/2013,8,0.435202887
29,2,2012,Wednesday,2/29/2012,6,0.303369101
25,11,2013,Monday,11/25/2013,16,0.307446463
29,12,2013,Sunday,12/29/2013,22,0.263628142
28,2,2012,Tuesday,2/28/2012,14,0.4789
9,10,2012,Tuesday,10/9/2012,0,0.170512308
2,6,2012,Saturday,6/2/2012,2,0.203737247
24,7,2012,Tuesday,7/24/2012,6,0.282798008
10,10,2012,Wednesday,10/10/2012,8,0.250894538
29,3,2013,Friday,3/29/2013,4,0.172057998
21,11,2011,Monday,11/21/2011,10,0.229289063
3,9,2012,Monday,9/3/2012,12,0.239674139
3,2,2012,Friday,2/3/2012,4,0.162157289
25,6,2013,Tuesday,6/25/2013,12,0.377125790
21,10,2011,Friday,10/21/2011,4,0.163815534
1,6,2012,Friday,6/1/2012,10,0.308043914
18,2,2013,Monday,2/18/2013,14,0.251175552
8,1,2013,Tuesday,1/8/2013,14,0.663681065
13,7,2012,Friday,7/13/2012,8,0.381253825
3,5,2013,Friday,5/3/2013,18,0.422524757
23,10,2013,Wednesday,10/23/2013,0,0.192628489
1,3,2014,Saturday,3/1/2014,2,0.165071555
9,11,2012,Friday,11/9/2012,16,0.302319150
7,3,2012,Wednesday,3/7/2012,20,0.411446629
7,1,2014,Tuesday,1/7/2014,4,0.172470598
2,3,2014,Sunday,3/2/2014,10,0.313927064
26,8,2012,Sunday,8/26/2012,22,0.451812128
26,2,2013,Tuesday,2/26/2013,20,0.416311086
2,2,2014,Sunday,2/2/2014,6,0.202562558
22,10,2013,Tuesday,10/22/2013,8,0.241329561
17,3,2012,Saturday,3/17/2012,18,0.406321510
28,4,2012,Saturday,4/28/2012,16,0.356503970
18,11,2013,Monday,11/18/2013,2,0.157789516
6,1,2014,Monday,1/6/2014,12,0.308939226
16,8,2013,Friday,8/16/2013,18,0.516486691
30,10,2011,Sunday,10/30/2011,22,0.241004202
29,7,2013,Monday,7/29/2013,20,0.570465906
9,12,2012,Sunday,12/9/2012,22,0.243553051
11,9,2013,Wednesday,9/11/2013,16,0.230771066
25,1,2012,Wednesday,1/25/2012,22,0.279180645
1,2,2014,Saturday,2/1/2014,14,0.431168889
11,4,2013,Thursday,4/11/2013,16,0.236476122
31,12,2012,Monday,12/31/2012,20,0.388330330
3,7,2013,Wednesday,7/3/2013,22,0.520983143
31,7,2012,Tuesday,7/31/2012,20,0.761742110
5,7,2012,Thursday,7/5/2012,18,0.707622574
20,3,2013,Wednesday,3/20/2013,22,0.263479433
21,12,2011,Wednesday,12/21/2011,18,0.359002513
9,6,2012,Saturday,6/9/2012,16,0.395935552
18,10,2012,Thursday,10/18/2012,18,0.369961022
17,11,2013,Sunday,11/17/2013,10,0.330802731
13,11,2011,Sunday,11/13/2011,16,0.294457031
6,12,2013,Friday,12/6/2013,5,0.184751785
27,12,2011,Tuesday,12/27/2011,21,0.319119512
7,6,2013,Friday,6/7/2013,17,0.381757693
8,4,2012,Sunday,4/8/2012,21,0.359394951
30,4,2012,Monday,4/30/2012,23,0.339849839
29,10,2013,Tuesday,10/29/2013,7,0.263349924
3,3,2014,Monday,3/3/2014,5,0.192200730
2,6,2013,Sunday,6/2/2013,21,0.576079455
15,7,2013,Monday,7/15/2013,19,0.664413249
20,12,2013,Friday,12/20/2013,3,0.173048110
13,9,2012,Thursday,9/13/2012,17,0.378432470
22,5,2012,Tuesday,5/22/2012,23,0.385394053
7,10,2013,Monday,10/7/2013,23,0.204856959
23,1,2012,Monday,1/23/2012,17,0.382589965
28,10,2013,Monday,10/28/2013,15,0.251989542
10,3,2013,Sunday,3/10/2013,17,0.416412549
7,11,2012,Wednesday,11/7/2012,23,0.214378995
1,12,2011,Thursday,12/1/2011,23,0.189976821
26,1,2014,Sunday,1/26/2014,9,0.268001878
27,1,2014,Monday,1/27/2014,1,0.172535038
27,1,2013,Sunday,1/27/2013,19,0.372311879
11,12,2012,Tuesday,12/11/2012,17,0.342696772
22,1,2013,Tuesday,1/22/2013,19,0.461022763
6,8,2012,Monday,8/6/2012,19,0.684328154
12,10,2011,Wednesday,10/12/2011,17,0.35287
19,12,2013,Thursday,12/19/2013,11,0.267642238
29,6,2012,Friday,6/29/2012,21,0.536335530
26,9,2012,Wednesday,9/26/2012,21,0.363940823
14,2,2012,Tuesday,2/14/2012,19,0.417841176
30,8,2013,Friday,8/30/2013,21,0.347526701
5,12,2013,Thursday,12/5/2013,13,0.235850807
21,4,2013,Sunday,4/21/2013,23,0.273801762
26,1,2014,Sunday,1/26/2014,6,0.182051780
19,12,2013,Thursday,12/19/2013,4,0.169065860
26,12,2011,Monday,12/26/2011,18,0.392834146
